item_id,title,year
277488,Эротический этюд № 3,
101725,Эротический этюд № 42,
22873,Беззаконие,
122821,Проигранный игрок,
209534,О вреде табака,1886
206162,Азраил,1831
66270,Автобиография,
234444,Мечты железной интеллигенции,2007
103698,Скорая помощь,
302800,Фонтан Аленби,
111070,Первый любовник,
240082,Казанова в Петербурге,
274865,Когда рак свистнул,
